first_day_exposition,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,studio,kitchen_area,balcony,locality_name,price_per_sqm
2023-12-10,3487500,84.0,3,2.65,16,45.0,16,False,10.0,2,Kyiv,41517.857142857145
2023-12-10,3656250,40.0,1,2.65,12,14.3,1,False,13.2,0,Kyiv,91406.25
2023-12-10,4471875,82.7,3,3.0,6,52.6,3,False,9.9,0,Kyiv,54073.45828295042
2023-12-10,2418750,80.6,3,3.55,3,48.8,2,False,10.3,0,Boyarka,30009.305210918115
2023-12-11,6912000,103.3,3,2.65,10,50.0,8,False,17.4,1,Kyiv,66911.90706679574
2023-12-11,4618125,88.3,3,2.65,25,48.4,10,False,13.3,0,Kyiv,52300.39637599094
2023-12-11,3600000,79.2,3,2.5,5,47.0,1,False,18.0,0,Kyiv,45454.545454545456
2023-12-11,2643750,52.2,2,2.6,5,30.4,5,False,6.8,1,Kyiv,50646.55172413793
2023-12-11,1462500,31.0,1,2.6,5,18.0,1,False,5.5,0,Vyshneve,47177.41935483871
2023-12-11,1125000,39.0,1,2.65,5,17.5,5,False,8.6,0,Boyarka,28846.153846153848
2023-12-11,2070000,43.0,2,2.5,5,27.9,2,False,4.9,0,Hostomel,48139.53488372093
2023-12-11,1209375,30.4,1,2.65,5,16.6,3,False,6.4,0,Irpin,39782.07236842105
2023-12-11,1513125,30.6,1,2.55,5,15.8,2,False,7.0,0,Kyiv,49448.52941176471
2023-12-11,1321875,32.0,1,2.65,5,18.0,3,False,5.5,0,Boyarka,41308.59375
2023-12-11,3853125,64.1,2,2.65,14,35.3,1,False,15.2,0,Kyiv,60111.154446177854
2023-12-11,2362500,82.0,3,2.65,25,45.0,12,False,11.0,0,Bucha,28810.975609756097
2023-12-11,1406250,24.1,0,2.75,25,17.5,21,True,9.1,0,Hostomel,58350.622406639
2023-12-11,2250000,45.0,1,2.65,18,25.56818181818182,16,False,9.1,0,Vyshneve,50000.0
2023-12-11,3881250,81.2,2,2.75,22,41.0,5,False,16.4,5,Kyiv,47798.64532019704
2023-12-11,2250000,50.0,2,3.0,4,28.40909090909091,1,False,9.1,0,Kyiv,45000.0
2023-12-11,3346875,63.0,3,2.5,9,42.0,6,False,8.0,1,Kyiv,53125.0
2023-12-11,3757500,83.6,3,2.65,14,46.7,2,False,11.8,0,Kyiv,44946.17224880383
2023-12-11,1681875,57.3,2,2.55,2,29.8,1,False,9.1,2,Vyshneve,29352.094240837698
2023-12-11,1845000,35.0,1,2.65,21,16.0,3,False,10.0,2,Brovary,52714.28571428572
2023-12-11,3318750,40.2,1,2.65,19,17.7,5,False,9.8,0,Kyiv,82555.97014925373
2023-12-11,646875,30.3,1,2.5,5,23.6,5,False,5.8,1,Irpin,21349.0099009901
2023-12-11,2137500,41.0,1,2.65,16,19.0,10,False,10.0,2,Kyiv,52134.14634146341
2023-12-11,4950000,67.0,2,2.65,24,53.0,23,False,12.5,1,Kyiv,73880.59701492537
2023-12-11,2141158,52.0,2,2.65,18,29.0,1,False,8.0,0,Borshchahivka,41176.11538461538
2023-12-11,2081250,46.0,2,2.55,5,29.85,4,False,7.0,0,Kyiv,45244.5652173913
2023-12-11,1856250,31.5,1,2.65,5,22.0,4,False,9.1,1,Kyiv,58928.57142857143
2023-12-11,2221875,55.0,2,2.6,5,52.5,1,False,9.0,2,Vyshneve,40397.72727272727
2023-12-11,3521250,60.5,2,2.65,16,29.9,16,False,7.5,2,Kyiv,58202.479338842975
2023-12-11,2081250,57.0,3,2.5,5,39.0,2,False,5.0,2,Hostomel,36513.15789473684
2023-12-11,2193750,30.5,1,2.6,5,16.5,1,False,5.5,0,Kyiv,71926.22950819672
2023-12-11,922500,30.0,1,2.65,9,16.0,1,False,6.2,1,Boryspil,30750.0
2023-12-11,3937500,84.6,3,2.65,25,48.06818181818182,21,False,9.1,0,Borshchahivka,46542.553191489365
2023-12-11,2250000,40.0,1,2.7,25,22.72727272727273,23,False,9.1,0,Kyiv,56250.0
2023-12-11,6721875,90.3,3,2.8,24,48.2,5,False,11.2,2,Kyiv,74439.36877076412
2023-12-11,3431250,40.4,1,2.75,13,25.0,12,False,9.1,0,Kyiv,84931.93069306931
2023-12-11,3656250,55.8,2,3.2,6,33.4,4,False,7.3,0,Kyiv,65524.1935483871
2023-12-11,9000000,124.6,3,2.65,12,72.0,3,False,18.4,0,Kyiv,72231.13964686998
2023-12-12,1800000,48.0,1,2.8,9,19.0,4,False,11.5,2,Vyshneve,37500.0
2023-12-12,2095312,38.2,1,2.55,12,19.3,3,False,10.3,0,Kyiv,54851.09947643978
2023-12-12,1659375,49.5,2,2.65,5,31.0,3,False,9.0,2,Irpin,33522.72727272727
2023-12-12,1361250,27.7,0,2.75,23,19.6,17,True,9.1,1,Kyiv,49142.59927797834
2023-12-12,1996875,36.0,1,2.75,12,17.22,2,False,9.0,1,Kyiv,55468.75
2023-12-12,1815188,35.7,1,2.65,24,16.9,23,False,10.0,0,Kyiv,50845.602240896354
2023-12-12,1743750,32.9,1,2.65,9,20.9,5,False,6.0,0,Kyiv,53001.519756838905
2023-12-12,1771875,58.7,2,2.65,9,33.352272727272734,9,False,9.1,0,Irpin,30185.26405451448
2023-12-12,3825000,57.0,3,2.65,7,37.0,5,False,6.0,0,Kyiv,67105.26315789473
2023-12-12,1153125,29.7,1,2.5,5,17.0,1,False,5.0,0,Irpin,38825.757575757576
2023-12-12,2250000,45.0,2,2.65,5,30.0,4,False,7.2,0,Kyiv,50000.0
2023-12-12,4275000,79.0,3,3.0,4,58.0,2,False,8.0,0,Kyiv,54113.92405063291
2023-12-12,11812500,116.6,3,3.2,7,82.0,2,False,10.4,0,Kyiv,101307.89022298456
2023-12-12,3093188,89.0,3,2.65,16,46.0,11,False,10.0,1,Kyiv,34754.92134831461
2023-12-12,3037500,56.0,3,2.5,9,43.0,4,False,6.0,2,Kyiv,54241.07142857143
2023-12-12,3178125,41.5,1,2.55,22,18.0,3,False,12.0,1,Kyiv,76581.32530120482
2023-12-12,3931875,63.5,2,2.65,25,29.1,23,False,9.5,2,Kyiv,61919.29133858268
2023-12-12,3234375,74.4,3,2.55,9,45.5,4,False,9.9,0,Kyiv,43472.78225806452
2023-12-12,2812500,57.6,3,2.6,9,35.0,5,False,6.0,0,Kyiv,48828.125
2023-12-12,1546875,34.0,1,2.5,9,21.0,7,False,6.0,1,Brovary,45496.32352941176
2023-12-12,2362500,57.0,3,2.5,5,43.0,2,False,5.0,0,Vyshneve,41447.36842105263
2023-12-12,7031250,151.0,5,3.1,7,111.0,2,False,14.0,0,Kyiv,46564.56953642384
2023-12-12,1518750,38.4,1,2.6,13,17.4,13,False,10.0,2,Boryspil,39550.78125
2023-12-12,11418750,125.0,4,3.7,6,75.0,6,False,10.0,0,Kyiv,91350.0
2023-12-12,3881250,77.5,4,2.6,9,55.1,5,False,9.1,2,Kyiv,50080.645161290326
2023-12-12,1940625,34.4,1,2.5,9,19.4,9,False,7.1,2,Kyiv,56413.51744186047
2023-12-12,5625000,90.0,3,2.6,17,52.0,9,False,9.0,0,Kyiv,62500.0
2023-12-12,410625,63.0,3,2.65,2,43.0,1,False,6.0,0,Hostomel,6517.857142857143
2023-12-12,1575000,51.4,2,2.5,5,29.3,4,False,8.2,0,Boryspil,30642.023346303504
2023-12-12,2053125,36.0,1,2.65,14,18.0,11,False,7.0,2,Kyiv,57031.25
2023-12-12,2238750,52.1,3,2.65,12,33.4,1,False,6.2,0,Kyiv,42970.24952015355
2023-12-12,4500000,75.1,3,3.3,6,44.8,3,False,15.2,0,Kyiv,59920.10652463383
2023-12-12,1884375,50.5,2,2.65,25,30.0,5,False,8.5,0,Boyarka,37314.35643564357
2023-12-12,1681875,32.0,1,2.5,9,18.0,2,False,9.1,0,Borshchahivka,52558.59375
2023-12-12,1800000,49.0,2,2.65,5,30.4,1,False,6.7,0,Brovary,36734.69387755102
2023-12-12,3684375,64.4,2,2.65,25,27.2,10,False,19.3,0,Kyiv,57210.79192546583
2023-12-12,2025000,37.1,1,2.54,25,14.8,23,False,12.1,0,Boyarka,54582.2102425876
2023-12-12,1735312,27.0,1,2.65,16,15.340909090909092,9,False,9.1,0,Kyiv,64270.81481481482
2023-12-12,2925000,52.0,2,2.5,9,34.0,6,False,8.0,2,Kyiv,56250.0
2023-12-12,1743750,60.0,3,2.65,5,36.0,4,False,8.5,0,Boryspil,29062.5
2023-12-12,3656250,51.8,2,3.45,6,25.6,2,False,7.3,1,Kyiv,70583.97683397683
2023-12-12,3121875,47.0,1,2.65,25,21.3,7,False,9.1,0,Kyiv,66422.87234042553
2023-12-12,2975330,46.9,1,3.15,4,16.47,2,False,14.46,1,Kyiv,63439.87206823028
2023-12-12,3262500,50.0,2,2.65,16,29.2,8,False,9.0,0,Kyiv,65250.0
2023-12-12,4055625,61.5,3,2.92,5,43.2,4,False,5.7,1,Kyiv,65945.12195121951
2023-12-12,2250000,38.0,1,2.65,25,19.0,3,False,10.0,0,Kyiv,59210.52631578947
2023-12-12,900000,56.0,2,2.5,5,30.0,5,False,10.0,1,Brovary,16071.42857142857
2023-12-12,2812500,30.0,1,3.5,6,18.0,3,False,9.0,0,Kyiv,93750.0
2023-12-12,3206250,58.0,2,2.56,25,29.0,13,False,12.0,2,Hostomel,55280.1724137931
2023-12-12,2475000,30.7,1,2.5,6,16.8,3,False,5.7,0,Kyiv,80618.89250814333
2023-12-12,7171875,102.0,3,2.8,7,61.0,4,False,12.0,5,Brovary,70312.5
2023-12-12,7593750,109.0,3,2.8,13,50.0,2,False,20.0,1,Kyiv,69667.43119266054
2023-12-13,1414688,29.8,1,2.65,9,15.8,1,False,6.8,0,Kyiv,47472.75167785235
2023-12-13,2131875,37.0,1,2.75,18,18.8,7,False,10.3,2,Bucha,57618.24324324324
2023-12-13,3369375,51.0,2,2.65,6,26.0,2,False,15.0,0,Kyiv,66066.17647058824
2023-12-13,4500000,71.3,2,2.95,7,46.1,4,False,8.0,0,Kyiv,63113.60448807854
2023-12-13,9916875,168.0,4,3.6,3,99.9,2,False,14.2,0,Boyarka,59029.017857142855
2023-12-13,1518750,42.6,1,2.5,9,24.204545454545457,9,False,9.1,0,Vyshneve,35651.40845070422
2023-12-13,1884375,51.0,2,2.5,12,30.0,10,False,9.1,2,Hostomel,36948.52941176471
2023-12-13,2362500,32.0,1,2.7,25,15.2,23,False,8.2,2,Kyiv,73828.125
2023-12-13,2081250,33.0,1,2.65,27,12.0,11,False,11.0,0,Irpin,63068.181818181816
2023-12-13,2000666,69.74,2,2.65,11,37.66,1,False,11.11,0,Brovary,28687.496415256668
2023-12-13,3881250,68.0,3,2.65,16,42.0,16,False,8.6,1,Kyiv,57077.205882352944
2023-12-13,1402875,43.5,2,2.65,12,26.6,3,False,6.2,0,Kyiv,32250.0
2023-12-13,900000,46.0,2,2.65,5,26.13636363636364,2,False,9.1,1,Vyshneve,19565.217391304348
2023-12-13,2362500,43.0,1,2.75,18,20.0,12,False,9.0,0,Kyiv,54941.86046511628
2023-12-13,2221875,40.0,1,2.5,17,19.0,14,False,6.0,2,Kyiv,55546.875
2023-12-13,1743750,30.1,1,2.55,14,13.6,4,False,7.8,0,Kyiv,57931.89368770764
2023-12-13,3093750,42.0,1,2.65,11,27.7,10,False,9.1,0,Kyiv,73660.71428571429
2023-12-13,2643750,61.0,3,2.65,9,39.5,7,False,6.2,0,Kyiv,43340.16393442623
2023-12-13,2756250,50.7,2,2.5,12,31.0,8,False,7.0,1,Kyiv,54363.90532544378
2023-12-13,2615625,54.0,2,2.65,24,30.0,1,False,10.0,0,Brovary,48437.5
2023-12-13,2407500,40.0,1,2.65,7,20.0,5,False,10.7,0,Kyiv,60187.5
2023-12-13,2953125,46.0,2,2.65,9,29.0,4,False,9.0,0,Kyiv,64198.36956521739
2023-12-13,4370569,78.2,3,2.65,25,48.0,24,False,11.0,0,Kyiv,55889.62915601023
2023-12-13,4218750,65.6,3,2.7,10,43.1,2,False,8.3,0,Kyiv,64310.21341463415
2023-12-13,1113750,31.0,1,2.65,5,18.0,1,False,6.3,0,Vyshneve,35927.41935483871
2023-12-13,3600000,54.3,2,3.0,5,34.1,2,False,7.5,0,Kyiv,66298.34254143646
2023-12-13,1631250,46.0,2,2.5,9,30.0,5,False,7.0,0,Boryspil,35461.95652173913
2023-12-13,1687500,62.34,1,2.65,3,19.7,3,False,8.61,0,Boyarka,27069.29740134745
2023-12-13,3051321,46.0,1,2.65,13,19.9,3,False,11.1,0,Kyiv,66333.06521739131
2023-12-13,3318750,58.3,2,2.9,5,27.5,4,False,12.3,0,Kyiv,56925.3859348199
2023-12-13,3600000,72.6,3,2.6,12,45.0,4,False,8.2,0,Kyiv,49586.77685950413
2023-12-13,2643750,62.6,2,2.5,10,32.1,7,False,10.7,2,Irpin,42232.42811501597
2023-12-13,5737500,70.6,2,3.1,17,42.3,7,False,11.6,5,Kyiv,81267.70538243627
2023-12-13,2025000,41.0,1,2.55,9,23.295454545454547,1,False,9.1,0,Kyiv,49390.24390243903
2023-12-13,4781250,85.5,4,2.65,4,58.0,1,False,10.0,0,Kyiv,55921.05263157895
2023-12-13,1237500,31.6,1,2.5,17,14.1,10,False,8.1,2,Boryspil,39161.39240506329
2023-12-13,1800000,45.0,1,2.5,10,22.0,3,False,9.0,2,Boyarka,40000.0
2023-12-13,1788750,30.0,1,2.7,9,14.0,5,False,7.8,0,Hostomel,59625.0
2023-12-13,2137500,45.5,2,2.5,5,31.9,5,False,5.8,0,Kyiv,46978.02197802198
2023-12-13,5619375,78.8,2,3.4,5,39.2,4,False,12.8,0,Kyiv,71311.86548223351
2023-12-13,2137500,33.4,1,2.55,9,17.5,9,False,7.8,1,Kyiv,63997.00598802396
2023-12-13,2691562,39.58,1,2.65,13,15.86,2,False,15.78,0,Kyiv,68003.08236483073
2023-12-13,3178125,72.0,3,2.65,10,42.0,2,False,9.0,3,Kyiv,44140.625
2023-12-13,1406249,73.8,3,2.65,5,41.93181818181819,2,False,9.1,0,Bucha,19054.864498644987
2023-12-13,7762500,77.0,3,2.65,10,50.0,3,False,19.0,0,Kyiv,100811.68831168833
2023-12-13,2238750,49.8,2,2.65,5,28.5,4,False,9.3,0,Bucha,44954.81927710844
2023-12-13,1434375,54.0,3,2.5,5,30.681818181818183,2,False,9.1,0,Hostomel,26562.5
2023-12-13,19687500,92.2,3,2.65,8,52.38636363636364,2,False,9.1,0,Kyiv,213530.3687635575
2023-12-14,1715625,31.0,1,2.75,23,20.0,8,False,9.1,1,Boryspil,55342.74193548387
2023-12-14,1490625,35.4,1,2.6,8,15.9,5,False,8.3,0,Bucha,42108.05084745763
2023-12-14,1518750,30.0,1,2.65,21,26.0,6,True,9.1,0,Bucha,50625.0
2023-12-14,2810672,39.5,1,2.65,25,20.0,11,False,10.4,1,Kyiv,71156.25316455697
2023-12-14,1687500,33.0,1,2.5,9,17.0,1,False,8.5,0,Kyiv,51136.36363636364
2023-12-14,2806875,54.0,2,2.65,12,30.681818181818183,9,False,9.1,0,Kyiv,51979.16666666666
2023-12-14,35052750,173.1,4,2.65,16,98.35227272727272,15,False,9.1,0,Kyiv,202500.0
2023-12-14,3178125,61.4,2,2.65,16,34.0,8,False,14.0,0,Hostomel,51760.99348534202
2023-12-14,1434375,33.0,1,2.4,5,18.0,4,False,5.5,3,Bucha,43465.90909090909
2023-12-14,2306250,32.0,1,2.65,13,16.0,3,False,10.0,2,Kyiv,72070.3125
2023-12-14,12881250,111.0,3,2.65,12,80.0,12,False,15.0,0,Kyiv,116047.2972972973
2023-12-14,871875,65.7,3,2.5,9,42.5,1,False,10.0,0,Boryspil,13270.54794520548
2023-12-14,4978125,93.0,4,2.65,9,60.4,8,False,11.5,0,Kyiv,53528.22580645161
2023-12-14,3234375,60.0,2,2.6,10,33.5,1,False,11.0,0,Kyiv,53906.25
2023-12-14,3346875,42.1,1,2.65,24,23.920454545454547,3,False,9.1,0,Kyiv,79498.21852731591
2023-12-14,3487500,63.0,3,2.6,12,42.0,7,False,8.0,2,Kyiv,55357.142857142855
2023-12-14,561938,62.0,4,2.65,5,46.0,2,False,7.0,0,Bucha,9063.516129032258
2023-12-14,1788750,42.1,1,2.75,12,17.11,5,False,13.55,0,Borshchahivka,42488.12351543943
2023-12-14,1611562,35.75,1,2.65,22,16.2,19,False,9.0,2,Hostomel,45078.65734265735
2023-12-14,7031250,125.1,5,3.5,5,88.1,2,False,14.5,0,Kyiv,56205.03597122303
2023-12-14,2700000,53.0,2,2.65,12,28.0,12,False,8.3,2,Kyiv,50943.3962264151
2023-12-14,4218750,80.0,3,2.65,4,52.5,4,False,7.8,0,Kyiv,52734.375
2023-12-14,1743750,32.7,1,2.65,9,18.0,1,False,6.3,0,Kyiv,53325.68807339449
2023-12-14,928125,33.0,1,2.6,5,17.0,3,False,6.0,1,Boyarka,28125.0
2023-12-14,843750,30.0,1,2.65,2,17.0,1,False,5.0,0,Borshchahivka,28125.0
2023-12-14,2362500,40.5,1,2.65,10,18.5,6,False,10.8,0,Irpin,58333.333333333336
2023-12-14,6693750,60.84,1,3.0,9,20.0,3,False,19.92,2,Kyiv,110022.18934911242
2023-12-14,1462500,44.5,2,2.65,5,30.0,4,False,5.5,0,Boryspil,32865.168539325845
2023-12-14,2615625,44.8,2,2.5,10,27.4,9,False,6.5,1,Kyiv,58384.48660714286
2023-12-14,2131875,36.5,1,2.65,17,16.0,14,False,11.0,0,Kyiv,58407.53424657534
2023-12-14,2643750,40.0,1,2.7,12,20.0,2,False,10.7,0,Kyiv,66093.75
2023-12-14,2700000,61.0,2,2.65,5,36.0,5,False,11.0,1,Kyiv,44262.29508196721
2023-12-14,3543750,77.3,3,2.65,4,53.0,1,False,7.0,0,Hostomel,45844.11384217336
2023-12-14,1575000,34.7,1,2.65,27,15.0,24,False,9.0,0,Irpin,45389.04899135447
2023-12-14,3318750,61.7,2,2.65,26,38.6,23,False,8.2,0,Kyiv,53788.492706645055
2023-12-14,1743750,31.1,1,2.5,5,18.1,4,False,6.5,0,Boryspil,56069.13183279742
2023-12-14,2671875,50.0,3,2.65,5,28.0,4,False,8.0,1,Kyiv,53437.5
2023-12-14,2390625,32.0,1,2.65,2,20.0,2,False,7.0,0,Boryspil,74707.03125
2023-12-14,4443750,87.3,3,3.0,18,56.7,11,False,11.0,1,Boryspil,50902.06185567011
2023-12-14,7593750,107.9,3,2.77,17,57.2,9,False,19.7,2,Kyiv,70377.66450417052
2023-12-14,8437500,90.0,2,3.6,6,34.0,4,False,16.0,1,Kyiv,93750.0
2023-12-14,4162500,102.0,4,2.65,5,74.6,5,False,12.0,0,Kyiv,40808.82352941176
2023-12-15,3938625,46.8,1,2.65,13,13.9,3,False,18.7,2,Kyiv,84158.65384615386
2023-12-15,1912500,41.0,1,2.65,10,18.6,4,False,10.6,1,Kyiv,46646.34146341463
2023-12-15,2250000,45.3,2,2.6,5,30.4,5,False,6.3,0,Kyiv,49668.87417218543
2023-12-15,3262500,33.6,1,3.7,7,22.8,4,False,6.6,0,Kyiv,97098.21428571428
2023-12-15,618750,29.2,1,2.5,5,12.2,3,False,6.3,0,Borshchahivka,21190.068493150684
2023-12-15,5264944,84.0,3,2.65,12,48.0,9,False,16.0,0,Kyiv,62677.90476190476
2023-12-15,2531250,37.8,1,2.65,25,16.0,11,False,10.5,2,Kyiv,66964.28571428572
2023-12-15,618750,42.0,2,2.65,4,28.0,4,False,6.0,1,Borshchahivka,14732.142857142857
2023-12-15,2418750,56.1,3,2.65,5,40.9,1,False,5.1,0,Kyiv,43114.97326203209
2023-12-15,6018750,68.6,2,3.0,8,35.0,8,False,15.0,2,Kyiv,87736.88046647231
2023-12-15,4089375,69.9,3,2.65,12,41.7,2,False,10.8,0,Kyiv,58503.21888412016
2023-12-15,4500000,74.0,3,3.2,5,48.0,4,False,7.5,0,Kyiv,60810.81081081081
2023-12-15,1321875,36.6,1,2.7,3,16.0,2,False,11.4,0,Boryspil,36116.80327868852
2023-12-15,7143750,77.0,3,2.8,25,41.6,21,False,12.3,1,Kyiv,92775.97402597402
2023-12-15,8043750,138.2,5,2.7,12,95.0,11,False,15.0,3,Kyiv,58203.69030390739
2023-12-15,2036250,36.02,1,2.65,12,20.465909090909093,12,False,9.52,0,Hostomel,56531.09383675736
2023-12-15,9039375,145.0,4,3.0,19,82.38636363636364,4,False,12.0,0,Kyiv,62340.51724137931
2023-12-15,3995321,64.1,2,2.7,10,37.6,6,False,9.9,0,Kyiv,62329.50078003121
2023-12-15,5006250,102.1,3,3.5,4,49.4,1,False,10.7,0,Kyiv,49032.81096963761
2023-12-15,2531250,56.0,3,2.5,5,40.0,1,False,5.5,0,Kyiv,45200.892857142855
2023-12-15,2587500,49.5,2,2.5,9,30.0,5,False,6.0,1,Kyiv,52272.72727272727
2023-12-15,3543750,46.9,2,2.7,20,26.64772727272728,17,False,19.4,2,Kyiv,75559.70149253732
2023-12-15,2925000,58.7,3,2.5,5,37.0,2,False,6.9,0,Kyiv,49829.64224872232
2023-12-15,2305688,36.0,1,2.65,16,17.9,2,False,8.4,0,Kyiv,64046.88888888889
2023-12-15,3628125,70.0,3,2.75,27,42.0,10,False,10.0,1,Irpin,51830.357142857145
2023-12-15,1828125,32.0,1,2.5,9,18.0,6,False,6.0,0,Kyiv,57128.90625
2023-12-15,551250,54.0,2,2.65,1,30.681818181818183,1,False,9.1,0,Boryspil,10208.333333333334
2023-12-15,2137500,38.0,1,2.5,10,20.0,2,False,9.0,1,Kyiv,56250.0
2023-12-15,5326875,72.9,2,2.75,25,40.3,7,False,10.6,1,Kyiv,73070.98765432098
2023-12-15,3121875,63.0,3,2.55,9,45.8,8,False,6.0,0,Kyiv,49553.57142857143
2023-12-15,1119375,31.2,1,2.65,5,17.4,4,False,5.5,0,Hostomel,35877.403846153844
2023-12-15,1040625,51.0,3,2.65,5,36.0,2,False,6.0,1,Borshchahivka,20404.41176470588
2023-12-15,2193750,56.0,3,2.5,5,31.81818181818182,1,False,9.1,0,Kyiv,39174.107142857145
2023-12-15,3234375,53.8,2,2.51,4,27.8,1,False,10.3,0,Borshchahivka,60118.494423791824
2023-12-15,3375000,87.0,3,2.8,9,52.8,1,False,14.4,0,Boryspil,38793.10344827586
2023-12-15,1884375,30.0,1,2.5,9,15.0,8,False,7.0,0,Kyiv,62812.5
2023-12-15,3093750,51.3,2,2.65,12,29.2,11,False,8.0,0,Kyiv,60307.01754385965
2023-12-15,3395250,78.89,3,2.7,12,44.6,5,False,14.98,2,Boyarka,43037.77411585752
2023-12-15,4387500,78.4,3,2.65,16,46.5,15,False,14.8,2,Kyiv,55963.01020408163
2023-12-15,2722500,44.0,2,2.55,5,28.0,2,False,5.5,1,Kyiv,61875.0
2023-12-15,3487500,67.3,3,2.5,9,42.6,8,False,8.3,1,Kyiv,51820.20802377415
2023-12-15,1681875,41.0,1,2.65,25,15.4,13,False,9.3,1,Boryspil,41021.34146341463
2023-12-15,2475000,72.0,2,2.7,10,42.0,3,False,12.0,0,Irpin,34375.0
2023-12-15,2446875,34.7,1,2.77,10,17.45,5,False,9.0,1,Kyiv,70515.12968299711
2023-12-15,3515625,41.0,1,2.8,9,18.2,9,False,9.7,2,Kyiv,85746.9512195122
2023-12-15,2292188,36.5,1,2.55,10,17.2,1,False,9.8,2,Kyiv,62799.67123287671
2023-12-15,3504375,45.5,1,2.7,18,14.5,5,False,15.5,2,Kyiv,77019.23076923077
2023-12-15,2385000,38.1,1,2.5,27,19.5,14,False,8.0,0,Kyiv,62598.42519685039
2023-12-15,3931875,67.0,3,2.65,3,47.0,3,False,7.0,0,Kyiv,58684.70149253732
2023-12-15,1546875,37.0,1,2.65,10,18.0,2,False,9.0,2,Boyarka,41807.43243243243
2023-12-15,1227375,35.0,1,2.65,12,15.0,12,False,9.3,0,Brovary,35067.857142857145
2023-12-15,7143750,121.0,3,3.2,5,68.75,3,False,14.0,0,Kyiv,59039.25619834711
2023-12-16,4100625,74.3,3,2.65,24,41.9,3,False,16.5,0,Kyiv,55190.10767160162
2023-12-16,2413125,35.2,1,2.47,14,20.0,7,False,7.8,1,Kyiv,68554.6875
2023-12-16,1378125,30.5,1,2.5,5,17.0,3,False,5.7,1,Bucha,45184.42622950819
2023-12-16,928125,44.0,2,2.5,5,30.0,2,False,6.0,0,Borshchahivka,21093.75
2023-12-16,3256875,78.89,3,2.65,12,44.5,3,False,15.0,0,Boyarka,41283.74952465458
2023-12-16,1771875,31.1,1,2.6,3,17.6,2,False,4.7,1,Boyarka,56973.47266881029
2023-12-16,7593750,95.1,3,2.65,12,56.2,7,False,18.8,5,Kyiv,79850.15772870663
2023-12-16,9029721,101.0,2,2.65,8,57.38636363636364,4,False,9.1,0,Kyiv,89403.17821782178
2023-12-16,2221875,38.0,1,2.7,25,17.0,16,False,9.0,0,Irpin,58470.39473684211
2023-12-16,2812500,51.0,2,2.56,9,30.2,7,False,7.9,0,Kyiv,55147.05882352941
2023-12-16,2750625,48.0,2,2.65,9,28.0,2,False,8.0,0,Kyiv,57304.6875
2023-12-16,2244375,37.0,1,2.56,21,17.0,20,False,10.3,1,Kyiv,60658.78378378379
2023-12-16,731250,41.7,1,2.65,5,17.1,1,False,8.3,0,Vyshneve,17535.97122302158
2023-12-16,2362500,41.6,1,2.7,16,14.5,10,False,11.0,0,Hostomel,56790.86538461538
2023-12-16,2345625,44.0,1,2.9,6,20.8,1,False,11.7,1,Irpin,53309.65909090909
2023-12-16,2812500,46.8,2,3.2,5,27.4,1,False,8.7,0,Kyiv,60096.15384615385
2023-12-16,618750,29.1,1,2.65,5,16.2,5,False,6.0,0,Hostomel,21262.886597938144
2023-12-16,1828125,54.0,2,2.65,5,28.4,5,False,8.4,0,Irpin,33854.166666666664
2023-12-16,2025000,55.0,2,2.65,5,31.250000000000004,3,False,9.0,0,Irpin,36818.181818181816
2023-12-16,675000,46.0,2,2.65,4,31.0,3,False,5.3,0,Vyshneve,14673.91304347826
2023-12-16,1260562,36.7,1,2.65,10,17.8,1,False,8.2,0,Kyiv,34347.73841961852
2023-12-16,1883812,30.0,1,2.5,9,15.0,3,False,8.0,0,Kyiv,62793.73333333333
2023-12-16,1237500,28.7,1,2.6,5,16.2,3,False,5.4,1,Boryspil,43118.46689895471
2023-12-16,1968750,35.7,1,2.65,12,21.2,3,False,7.3,0,Kyiv,55147.058823529405
2023-12-16,2756250,69.0,2,3.2,8,35.0,6,False,17.0,2,Borshchahivka,39945.65217391304
2023-12-16,1856250,34.7,1,2.7,14,17.9,3,False,8.1,0,Kyiv,53494.23631123919
2023-12-16,1575000,32.0,1,2.5,9,18.0,8,False,7.0,1,Bucha,49218.75
2023-12-16,1406250,22.0,1,2.5,8,11.5,2,False,5.3,0,Kyiv,63920.454545454544
2023-12-16,2868750,76.6,3,2.64,10,47.7,10,False,10.1,1,Boyarka,37451.04438642298
2023-12-16,2025000,55.0,2,2.7,5,28.0,5,False,10.0,2,Irpin,36818.181818181816
2023-12-16,1800000,38.4,1,2.7,24,18.5,12,False,11.0,1,Brovary,46875.0
2023-12-16,2671875,55.8,2,2.65,5,31.704545454545457,3,False,9.1,0,Kyiv,47883.06451612904
2023-12-16,2643750,61.0,3,2.5,9,43.5,9,False,6.4,0,Kyiv,43340.16393442623
2023-12-16,3150000,63.8,2,2.6,9,36.0,3,False,12.4,2,Boyarka,49373.0407523511
2023-12-16,1546875,45.2,2,2.65,5,31.1,5,False,6.0,0,Hostomel,34222.898230088496
2023-12-16,3065625,52.0,2,2.65,12,31.0,5,False,7.3,0,Kyiv,58954.32692307692
2023-12-16,4050000,92.0,3,2.7,10,51.0,1,False,12.5,0,Irpin,44021.739130434784
2023-12-16,2053125,46.0,2,2.65,5,31.0,5,False,6.0,0,Kyiv,44633.15217391304
