last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,studio,kitchen_area,balcony,locality_name,price_per_sqm
2812500,54.0,2,2.5,12,30.0,8,False,9.0,0,Kyiv,52083.333333333336
43508812,135.7,3,2.65,7,77.10227272727273,5,False,9.1,0,Kyiv,320624.99631540163
1642500,23.29,1,2.65,3,21.0,1,False,2.0,0,Kyiv,70523.82996994418
815625,44.5,2,2.65,5,28.0,1,False,6.0,0,Borshchahivka,18328.65168539326
3093750,68.7,2,2.75,9,44.6,9,False,9.9,2,Vyshneve,45032.75109170305
1885368,42.7,1,2.65,24,15.6,3,False,10.7,0,Irpin,44153.81733021077
1575000,27.0,1,2.65,18,19.0,7,False,4.0,0,Kyiv,58333.333333333336
3656250,45.0,2,3.1,6,25.0,5,False,8.0,0,Kyiv,81250.0
2463750,37.1,1,2.7,16,16.6,9,False,9.3,1,Kyiv,66408.35579514825
1209375,36.0,1,2.5,5,15.6,3,False,7.8,0,Bucha,33593.75
10068750,110.5,4,2.75,23,60.0,23,False,19.0,2,Kyiv,91119.90950226244
2587500,44.0,1,2.76,25,18.1,2,False,12.9,0,Kyiv,58806.81818181818
2334375,40.6,1,2.65,17,20.1,12,False,10.6,1,Kyiv,57496.92118226601
5736375,95.0,3,2.6,16,53.977272727272734,2,False,18.2,0,Kyiv,60382.89473684211
2137500,70.0,3,2.65,10,41.0,9,False,8.0,0,Vyshneve,30535.714285714286
4556250,88.8,4,3.0,5,58.8,2,False,9.5,0,Kyiv,51309.12162162162
9245321,123.0,3,3.0,5,66.0,5,False,17.6,0,Kyiv,75165.21138211382
12672704,139.5,4,3.3,16,82.55,9,False,13.84,0,Kyiv,90843.75627240144
2418750,42.0,1,2.5,10,18.6,10,False,10.8,2,Kyiv,57589.28571428572
2137500,37.6,1,2.65,16,16.7,12,False,11.2,0,Bucha,56848.40425531915
2756250,40.5,1,2.7,22,18.5,4,False,10.8,2,Kyiv,68055.55555555556
51229688,491.0,5,4.2,9,274.0,9,False,45.0,0,Kyiv,104337.450101833
1575000,54.2,2,2.55,5,29.8,4,False,8.6,2,Irpin,29059.0405904059
1811250,32.0,1,2.65,12,17.0,9,False,6.5,0,Kyiv,56601.5625
3318750,39.6,1,2.8,12,17.6,10,False,12.4,2,Kyiv,83806.81818181818
2109375,42.0,1,2.8,19,17.0,9,False,11.0,1,Boryspil,50223.21428571428
1240312,47.6,2,2.6,5,33.0,4,False,6.0,0,Bucha,26056.974789915967
2250000,54.0,2,2.65,14,30.681818181818183,14,False,9.1,0,Kyiv,41666.66666666666
2559375,42.7,1,2.65,20,17.0,12,False,11.0,1,Kyiv,59938.52459016393
2671875,52.3,2,2.65,13,29.8,7,False,10.1,2,Kyiv,51087.47609942639
1722823,34.7,1,2.65,3,16.9,3,False,9.3,0,Brovary,49649.07780979827
7762500,103.0,3,2.8,9,56.0,7,False,13.2,2,Kyiv,75364.07766990291
13701987,151.6,3,3.1,16,92.34,8,False,12.29,0,Kyiv,90382.5
7875000,85.2,3,3.63,5,49.7,3,False,11.7,0,Kyiv,92429.57746478872
3262500,61.5,3,2.84,6,40.9,2,False,8.4,0,Kyiv,53048.78048780488
2446875,53.1,2,2.55,14,29.6,11,False,8.0,0,Kyiv,46080.50847457627
3825000,68.0,2,2.5,9,39.0,2,False,9.0,5,Kyiv,56250.0
3431250,43.0,1,2.65,5,21.0,3,False,12.0,1,Brovary,79796.51162790698
973125,44.1,2,2.5,5,27.9,1,False,5.4,0,Brovary,22066.326530612245
2131875,73.0,3,2.65,5,46.4,5,False,8.5,0,Boyarka,29203.76712328767
1800000,54.0,2,2.6,9,30.1,9,False,8.3,2,Vyshneve,33333.333333333336
2446875,61.7,3,2.59,5,44.0,4,False,6.9,0,Kyiv,39657.617504051865
1265625,36.3,1,2.5,5,17.3,2,False,8.5,2,Boyarka,34865.70247933885
421875,36.3,1,2.5,5,18.5,1,False,8.5,0,Vyshneve,11621.900826446285
6300000,118.0,4,3.34,7,68.4,5,False,18.0,0,Kyiv,53389.83050847457
3740625,65.2,2,2.65,16,36.7,3,False,14.0,0,Kyiv,57371.5490797546
1180575,38.16,1,2.65,7,14.39,2,False,11.62,2,Boryspil,30937.500000000004
2137500,44.0,2,2.6,5,27.0,1,False,7.0,0,Kyiv,48579.545454545456
14906250,105.0,3,2.65,8,60.0,6,False,17.0,0,Kyiv,141964.2857142857
4781250,128.3,6,2.65,9,81.9,2,False,8.4,1,Boryspil,37266.17303195635
2559375,46.0,2,2.65,9,28.0,9,False,7.0,1,Kyiv,55638.586956521736
1546875,43.0,2,2.65,5,29.0,5,False,5.5,0,Irpin,35973.83720930233
3431250,72.0,4,2.65,5,40.909090909090914,3,False,9.1,0,Kyiv,47656.25
3740625,57.0,2,2.65,17,29.5,5,False,8.5,2,Kyiv,65625.0
2131875,31.2,1,2.65,7,17.0,3,False,9.1,0,Kyiv,68329.32692307692
2390625,55.1,3,2.6,5,41.0,3,False,5.5,0,Kyiv,43387.02359346642
1378125,35.0,1,2.65,6,16.0,1,False,9.5,0,Brovary,39375.0
759375,30.0,1,2.5,5,15.0,2,False,7.0,0,Boryspil,25312.5
405000,48.0,2,2.65,3,30.0,3,False,8.0,0,Vyshneve,8437.5
2671875,75.0,3,2.65,8,49.0,7,False,8.0,1,Boryspil,35625.0
2925000,57.5,3,2.5,9,39.0,1,False,6.2,0,Kyiv,50869.5652173913
2587500,55.0,3,2.65,4,41.0,4,False,5.0,0,Hostomel,47045.454545454544
4162500,50.0,1,2.65,17,20.0,14,False,16.0,0,Kyiv,83250.0
1153125,30.0,1,2.55,5,17.0,5,False,5.0,0,Boyarka,38437.5
2784375,41.6,1,2.65,20,18.0,13,False,12.0,1,Kyiv,66932.09134615384
2238750,37.0,1,2.75,16,20.0,13,False,8.0,0,Kyiv,60506.75675675676
2700000,45.3,2,2.5,5,27.3,3,False,7.2,1,Kyiv,59602.64900662252
1350000,30.6,1,2.65,5,16.7,2,False,6.5,0,Boyarka,44117.64705882352
2409356,50.2,2,2.6,9,28.52272727272728,7,False,9.1,0,Kyiv,47995.13944223107
6468750,106.0,4,2.65,6,70.0,3,False,15.0,0,Kyiv,61025.943396226416
4106250,99.1,4,2.5,15,67.6,12,False,12.1,2,Kyiv,41435.41876892029
5596875,73.6,2,2.5,17,39.0,16,False,13.5,0,Kyiv,76044.4972826087
2053125,33.8,1,2.7,3,18.0,2,False,10.0,1,Boryspil,60743.34319526628
2615625,71.2,3,2.75,18,44.0,3,False,10.0,4,Brovary,36736.30617977528
2639250,41.0,1,2.65,25,20.0,14,False,11.0,0,Kyiv,64371.95121951219
3720938,57.78,2,2.65,18,35.07,17,False,9.7,0,Kyiv,64398.37313949464
4106250,70.2,2,2.77,16,38.0,12,False,11.0,2,Kyiv,58493.58974358974
2373750,45.0,1,2.55,16,19.2,14,False,12.6,1,Kyiv,52750.0
2531250,40.0,2,2.5,9,22.72727272727273,5,False,6.0,0,Kyiv,63281.25
1630688,31.0,1,2.5,5,17.6,3,False,6.0,0,Kyiv,52602.83870967742
2615625,46.0,2,2.65,4,24.6,3,False,10.0,0,Kyiv,56861.41304347826
5287500,99.1,2,2.65,4,54.7,4,False,26.0,0,Kyiv,53355.19677093845
2407500,56.2,3,2.65,5,41.4,2,False,6.1,1,Kyiv,42838.07829181494
1884375,34.2,1,2.55,14,17.6,9,False,8.0,0,Kyiv,55098.68421052631
2418750,50.0,2,2.65,9,27.4,4,False,8.3,0,Kyiv,48375.0
3796875,83.3,4,2.6,9,57.2,1,False,8.8,0,Kyiv,45580.73229291717
2756250,49.0,2,2.5,9,30.0,6,False,6.0,1,Kyiv,56250.0
1867500,38.0,1,2.75,5,16.0,1,False,12.0,2,Kyiv,49144.73684210526
2801250,57.9,3,2.5,9,39.4,7,False,6.2,0,Kyiv,48380.82901554404
2615625,65.5,2,2.8,8,35.1,4,False,12.5,1,Boyarka,39933.20610687023
956250,57.5,3,2.75,2,35.0,1,False,7.0,0,Irpin,16630.434782608696
1620000,31.0,1,2.65,5,17.0,5,False,6.0,0,Kyiv,52258.06451612903
2700000,52.0,2,2.65,16,28.0,12,False,10.0,0,Kyiv,51923.07692307692
759375,43.1,2,2.5,5,27.6,1,False,5.7,0,Borshchahivka,17618.90951276102
5793750,84.3,3,2.65,8,51.3,5,False,12.3,0,Kyiv,68727.75800711745
3813750,78.8,3,2.65,25,44.77272727272727,8,False,9.1,0,Kyiv,48397.84263959391
2418750,93.1,2,3.05,2,42.4,2,False,12.1,0,Vyshneve,25980.12889366273
1462500,43.0,1,2.85,11,18.0,8,False,11.0,2,Vyshneve,34011.62790697674
6181875,145.0,5,2.65,5,98.0,1,False,18.0,0,Kyiv,42633.62068965517
2095312,36.65,2,2.7,18,11.15,3,False,15.69,2,Vyshneve,57170.85948158254
4443750,90.0,3,2.65,17,50.0,3,False,14.6,1,Kyiv,49375.0
6356250,70.0,2,2.98,3,40.0,2,False,10.4,0,Boryspil,90803.57142857143
2868750,41.5,1,2.8,10,19.4,7,False,9.8,1,Kyiv,69126.50602409638
2773125,39.3,1,2.75,23,14.3,22,False,9.7,0,Kyiv,70562.97709923664
8437500,70.0,2,2.65,4,48.0,4,False,9.0,0,Kyiv,120535.71428571428
2340000,62.3,3,2.7,3,27.3,3,False,22.3,0,Bucha,37560.19261637239
4668750,69.6,2,3.55,5,47.0,4,False,7.5,0,Kyiv,67079.74137931035
3037500,70.4,3,2.8,6,41.8,2,False,10.5,0,Kyiv,43146.306818181816
5175000,76.3,2,2.8,25,39.7,17,False,10.9,2,Kyiv,67824.37745740499
5528250,76.0,2,2.65,20,43.0,4,False,12.0,0,Kyiv,72740.13157894737
2137500,30.8,1,2.56,9,15.43,4,False,8.01,0,Kyiv,69399.35064935064
2362500,43.0,2,2.65,5,28.0,3,False,5.1,0,Kyiv,54941.86046511628
1856250,42.33,1,2.8,16,18.02,8,False,10.3,2,Hostomel,43851.87810063785
2801250,60.0,3,2.5,5,46.0,4,False,6.4,0,Kyiv,46687.5
2502562,46.0,1,2.5,10,18.3,2,False,13.7,0,Kyiv,54403.52173913043
1575000,43.7,2,2.65,4,27.6,3,False,5.2,0,Hostomel,36041.18993135011
6187500,120.0,4,3.28,6,73.5,4,False,16.6,0,Kyiv,51562.5
2081250,30.0,1,2.5,12,15.0,9,False,6.0,1,Kyiv,69375.0
3206250,58.0,2,2.5,9,36.6,7,False,7.0,0,Kyiv,55280.1724137931
1996875,36.6,1,2.75,12,17.3,8,False,9.0,1,Kyiv,54559.42622950819
2559375,37.0,1,2.65,25,14.7,14,False,10.0,1,Kyiv,69172.2972972973
5343750,118.0,5,2.65,3,67.04545454545455,1,False,9.1,0,Kyiv,45286.01694915255
6750000,115.0,3,2.65,10,52.0,1,False,40.0,0,Kyiv,58695.65217391304
2081250,49.4,1,2.65,23,17.4,9,False,15.1,1,Bucha,42130.56680161943
2081250,38.0,1,2.7,18,14.6,4,False,10.0,2,Kyiv,54769.73684210526
1771875,45.3,1,2.65,10,22.5,9,False,11.0,2,Irpin,39114.23841059603
10518750,109.7,3,2.75,21,57.2,13,False,15.3,1,Kyiv,95886.50865998176
2221875,41.2,3,2.5,5,26.3,3,False,5.4,0,Kyiv,53929.004854368926
1996875,51.0,2,2.8,5,29.5,2,False,7.5,0,Bucha,39154.41176470588
3796875,54.1,2,2.65,5,31.0,2,False,7.4,0,Kyiv,70182.53234750462
871875,46.0,2,2.5,5,30.6,4,False,7.0,0,Borshchahivka,18953.804347826088
2784375,48.2,2,2.65,9,30.0,7,False,6.0,0,Kyiv,57767.11618257261
5512500,85.0,3,2.77,25,48.0,9,False,14.0,2,Kyiv,64852.94117647059
4893750,86.0,3,2.6,19,48.2,7,False,12.0,2,Kyiv,56904.06976744186
1563750,38.0,1,2.65,23,20.0,1,False,12.7,0,Borshchahivka,41151.31578947369
7256250,97.0,3,2.65,16,63.0,9,False,14.0,0,Kyiv,74806.70103092784
4556250,79.0,3,2.65,12,44.88636363636364,8,False,16.0,2,Kyiv,57674.05063291139
2418750,38.0,1,2.8,4,13.3,2,False,12.6,1,Boryspil,63651.31578947369
3543750,66.0,3,2.65,16,43.0,15,False,10.0,0,Kyiv,53693.181818181816
3543750,63.1,4,2.65,8,44.0,7,False,8.7,0,Vyshneve,56160.855784469095
2109375,48.1,2,2.65,5,29.4,5,False,5.5,0,Kyiv,43853.950103950105
4837500,93.0,4,4.1,5,52.84090909090909,4,False,9.1,0,Kyiv,52016.12903225807
2924999,27.0,1,2.88,5,19.6,1,False,6.6,0,Kyiv,108333.29629629628
2025000,41.0,1,2.65,5,16.0,2,False,9.0,0,Brovary,49390.24390243903
4556250,47.4,1,3.0,4,26.0,3,False,13.0,0,Kyiv,96123.41772151898
5976000,96.1,3,2.65,10,53.7,8,False,16.5,2,Kyiv,62185.22372528617
3318750,39.2,1,2.82,17,17.8,5,False,10.5,1,Kyiv,84661.98979591836
2925000,67.6,3,2.65,9,43.0,4,False,8.3,2,Borshchahivka,43269.23076923077
3318750,42.0,1,2.65,17,18.0,12,False,10.7,0,Kyiv,79017.85714285714
2137500,37.0,2,2.65,16,11.0,4,False,17.0,0,Kyiv,57770.27027027027
1018828,20.67,1,2.65,24,14.95,13,False,14.95,1,Irpin,49290.17900338655
1799438,33.0,1,2.65,5,18.0,4,False,6.0,0,Kyiv,54528.42424242424
2671875,52.0,2,2.65,26,14.0,24,False,20.0,2,Brovary,51382.21153846154
1462500,30.7,1,2.6,5,15.8,1,False,7.3,0,Kyiv,47638.43648208469
2840625,81.3,3,2.76,5,43.0,4,False,10.8,1,Vyshneve,34940.03690036901
3712500,95.0,2,4.5,7,45.0,7,False,25.0,2,Bucha,39078.94736842105
1659375,30.0,1,2.5,9,15.0,4,False,8.0,0,Boyarka,55312.5
3459375,42.0,1,2.65,7,21.0,4,False,12.0,1,Kyiv,82366.07142857143
1518750,31.7,1,2.57,5,17.5,1,False,5.4,0,Kyiv,47910.09463722398
1794375,31.0,1,2.65,9,18.0,4,False,6.5,0,Kyiv,57883.06451612903
2531250,65.0,3,2.65,9,47.4,1,False,6.2,2,Kyiv,38942.307692307695
2458125,35.0,1,2.65,18,19.88636363636364,5,False,9.0,0,Kyiv,70232.14285714286
1968750,35.0,1,2.65,17,16.0,10,False,11.0,0,Kyiv,56250.0
1912500,38.7,1,2.7,12,20.1,5,False,10.3,2,Kyiv,49418.60465116279
1192500,58.0,2,2.5,5,45.0,1,False,9.0,0,Boyarka,20560.344827586207
928125,42.7,2,2.5,4,29.2,2,False,6.0,1,Hostomel,21735.94847775176
1546875,42.1,1,2.5,5,17.25,2,False,8.3,2,Boryspil,36742.874109263656
843750,36.0,1,2.65,5,18.0,3,False,7.0,0,Brovary,23437.5
7593750,95.0,3,2.65,15,53.977272727272734,3,False,9.1,0,Kyiv,79934.21052631579
2491875,38.0,1,2.65,23,15.0,8,False,10.0,0,Kyiv,65575.65789473684
5006250,100.4,3,3.38,6,57.5,2,False,16.6,0,Kyiv,49863.04780876494
1350000,23.0,1,2.65,16,14.5,11,False,9.1,2,Bucha,58695.65217391304
3150000,57.9,2,2.65,14,32.89772727272727,13,False,9.1,0,Kyiv,54404.14507772021
2643750,46.5,2,2.6,9,29.0,2,False,7.1,2,Kyiv,56854.83870967742
2812500,64.4,2,2.7,16,36.5909090909091,2,False,9.1,0,Borshchahivka,43672.3602484472
1687500,34.1,1,2.65,9,17.0,3,False,9.0,1,Boryspil,49486.80351906159
2587500,52.0,2,2.65,9,32.0,5,False,8.0,1,Kyiv,49759.61538461538
1253250,32.0,1,2.65,17,14.0,12,False,9.0,0,Boryspil,39164.0625
5990625,85.7,3,2.7,15,51.7,15,False,12.0,1,Kyiv,69902.27537922988
2531250,43.6,1,2.75,23,18.8,14,False,10.5,0,Kyiv,58056.192660550456
2238750,46.2,2,2.5,5,28.7,3,False,6.4,1,Kyiv,48457.792207792205
1800000,31.0,1,2.75,22,15.0,6,False,9.0,1,Hostomel,58064.51612903226
6384375,86.58,3,2.65,10,65.4,6,False,14.0,0,Kyiv,73739.604989605
3751875,60.6,2,2.7,17,28.0,8,False,13.0,0,Kyiv,61912.12871287129
1265625,32.0,1,2.65,2,16.5,2,False,7.0,0,Kyiv,39550.78125
4134375,74.37,3,2.9,5,47.11,2,False,9.0,0,Kyiv,55591.972569584505
6187500,113.3,4,3.0,24,70.0,24,False,9.0,0,Kyiv,54611.6504854369
2404688,60.0,3,2.5,9,42.9,1,False,6.2,2,Kyiv,40078.13333333333
7031250,98.0,2,2.8,25,48.5,16,False,13.2,0,Kyiv,71747.44897959183
2250000,58.5,2,2.5,14,35.3,14,False,7.0,0,Vyshneve,38461.53846153846
6494062,77.0,2,2.65,8,37.0,3,False,22.5,0,Kyiv,84338.46753246753
2615625,42.3,2,2.65,8,26.6,4,False,5.5,1,Kyiv,61835.10638297873
1518750,32.0,1,2.65,4,19.0,2,False,6.0,0,Hostomel,47460.9375
4134375,78.5,3,2.7,16,46.3,2,False,15.0,0,Kyiv,52667.1974522293
3262500,43.0,2,2.65,17,20.77,10,False,12.0,0,Kyiv,75872.09302325582
3150000,82.0,3,2.65,24,46.59090909090909,16,False,9.1,0,Bucha,38414.634146341465
2165625,47.6,1,2.65,4,20.0,2,False,14.8,0,Brovary,45496.32352941176
928125,32.2,1,2.6,9,17.8,8,False,6.2,0,Bucha,28823.757763975154
4500000,60.1,2,2.65,7,31.5,4,False,9.1,0,Kyiv,74875.20798668885
2469375,57.0,2,2.6,16,31.2,15,False,8.0,2,Kyiv,43322.36842105263
3656250,67.4,3,2.65,17,40.1,6,False,10.3,1,Kyiv,54247.032640949554
2306250,42.0,2,2.65,12,29.0,1,False,6.3,0,Kyiv,54910.71428571428
2334375,49.0,4,2.55,5,37.0,4,False,5.5,0,Kyiv,47640.30612244898
6480000,70.6,2,3.0,17,35.38,12,False,15.35,0,Kyiv,91784.70254957509
3487500,43.3,2,2.5,9,25.7,4,False,8.0,0,Kyiv,80542.72517321017
3037500,58.4,3,2.5,9,43.0,7,False,7.6,1,Kyiv,52011.98630136986
2446875,50.5,2,2.65,9,31.6,9,False,8.5,0,Kyiv,48452.9702970297
2812500,36.0,1,2.75,23,15.5,11,False,10.0,0,Kyiv,78125.0
2543625,55.84,2,2.6,9,27.380001,8,False,10.0,1,Boyarka,45552.02363896848
1428464,42.6,1,2.56,18,20.0,12,False,9.1,0,Boryspil,33532.018779342725
1425111,42.5,1,2.56,18,19.8,7,False,9.1,0,Bucha,33532.02352941177
1904062,83.0,3,3.0,4,46.0,2,False,10.3,0,Boyarka,22940.506024096387
9257490,103.9,3,3.0,17,58.44,12,False,15.85,0,Kyiv,89100.0
19687500,295.0,4,2.65,5,167.61363636363637,4,False,9.1,0,Kyiv,66737.28813559322
2430000,55.9,3,2.52,5,41.1,1,False,6.0,0,Kyiv,43470.483005366725
1743750,35.0,1,2.65,24,20.0,4,False,10.0,1,Boryspil,49821.42857142857
2806875,62.0,3,2.65,6,36.0,1,False,13.3,0,Kyiv,45272.17741935484
3712500,57.5,2,2.6,24,33.2,16,False,9.3,2,Kyiv,64565.21739130434
1687500,37.0,1,2.65,7,18.0,6,False,8.0,1,Kyiv,45608.10810810811
3262500,45.0,1,2.8,24,17.0,3,False,11.0,1,Kyiv,72500.0
3375000,48.0,1,2.77,10,27.27272727272728,2,False,12.4,0,Kyiv,70312.5
4443750,116.0,3,2.5,9,61.8,9,False,16.3,2,Brovary,38308.18965517241
6186938,96.0,3,2.76,25,58.8,17,False,12.6,4,Kyiv,64447.270833333336
2778188,67.8,2,2.65,24,31.1,11,False,14.7,0,Kyiv,40976.22418879056
4640625,65.1,2,2.6,17,36.07,5,False,12.7,0,Kyiv,71284.56221198157
1208356,33.5,1,2.56,18,16.7,2,False,9.1,0,Bucha,36070.32835820896
1659375,54.0,2,2.65,9,28.0,2,False,12.0,0,Boryspil,30729.166666666668
2868750,49.7,1,2.65,9,21.65,8,False,14.7,0,Kyiv,57721.32796780684
1209375,43.0,2,2.65,6,27.0,6,False,6.0,0,Irpin,28125.0
2531250,39.2,1,2.65,16,17.5,12,False,10.4,0,Kyiv,64572.70408163265
1546875,44.0,2,2.6,5,28.0,5,False,6.0,1,Boyarka,35156.25
2868750,41.7,1,2.65,18,17.5,5,False,10.5,1,Kyiv,68794.96402877697
1262461,35.0,1,2.56,18,16.7,14,False,9.1,0,Bucha,36070.31428571429
4494375,49.0,2,2.5,7,31.2,3,False,7.8,1,Kyiv,91721.9387755102
1884375,39.0,1,2.64,16,20.0,16,False,10.1,1,Kyiv,48317.307692307695
3234375,74.6,4,2.65,9,54.0,9,False,7.0,2,Kyiv,43356.23324396783
2643750,44.4,2,2.65,9,27.0,7,False,6.2,1,Kyiv,59543.91891891892
8839935,94.9,3,3.0,17,52.77,15,False,14.56,0,Kyiv,93150.0
1421758,42.4,1,2.56,18,19.9,16,False,9.1,0,Irpin,33532.02830188679
1743750,30.8,1,2.6,5,17.0,5,False,5.62,0,Kyiv,56615.25974025974
2801250,44.0,2,2.5,5,30.0,3,False,6.0,1,Kyiv,63664.77272727273
1431818,42.7,1,2.56,18,20.0,15,False,9.1,0,Vyshneve,33532.03747072599
3841875,44.5,1,2.65,11,22.0,6,False,10.2,0,Kyiv,86334.26966292135
2868750,59.2,3,2.7,9,42.5,8,False,6.7,2,Kyiv,48458.61486486486
2531250,40.0,1,2.62,12,20.0,3,False,10.0,2,Kyiv,63281.25
9281250,92.2,3,2.87,24,62.4,20,False,11.0,0,Kyiv,100664.31670281995
2221875,49.5,2,2.53,7,30.0,2,False,7.4,0,Irpin,44886.36363636364
3881250,69.5,2,2.64,24,28.3,21,False,10.6,2,Kyiv,55845.3237410072
3571875,79.2,3,2.9,5,55.7,4,False,8.4,1,Kyiv,45099.431818181816
3656250,60.6,3,2.5,9,43.5,1,False,6.2,0,Kyiv,60334.15841584159
3150000,57.0,3,2.65,5,32.38636363636364,3,False,9.1,0,Kyiv,55263.15789473684
6749438,167.0,5,3.2,6,106.0,2,False,30.0,0,Kyiv,40415.796407185626
2868750,49.0,2,2.65,9,27.840909090909093,8,False,9.1,0,Irpin,58545.91836734694
2075625,36.0,1,2.7,27,19.0,18,False,8.0,0,Kyiv,57656.25
1400625,51.4,3,2.65,5,37.0,4,False,6.0,0,Boryspil,27249.513618677043
3763125,65.0,2,2.75,25,30.5,22,False,10.3,1,Kyiv,57894.230769230766
8319375,67.5,2,2.65,8,35.0,7,False,10.3,1,Kyiv,123250.0
3543750,95.0,3,2.65,26,54.0,3,False,14.0,1,Brovary,37302.63157894737
1738125,31.0,1,2.5,5,17.0,1,False,5.6,0,Kyiv,56068.54838709677
3150000,74.0,2,2.7,9,45.1,7,False,13.4,0,Hostomel,42567.56756756757
3931875,65.5,2,2.75,24,37.5,8,False,11.0,1,Kyiv,60028.62595419848
1800000,34.0,1,2.65,10,19.0,1,False,7.0,0,Kyiv,52941.17647058824
26718750,125.0,3,2.65,8,67.0,2,False,20.5,0,Kyiv,213750.0
1968750,42.0,3,2.65,5,30.0,5,False,5.5,0,Kyiv,46875.0
3543750,82.0,4,2.65,9,61.0,2,False,8.0,1,Kyiv,43216.46341463415
3993750,65.5,4,2.46,5,51.0,4,False,9.4,0,Kyiv,60973.28244274809
1350000,60.0,2,2.56,12,35.0,1,False,9.7,0,Boryspil,22500.0
2137500,46.0,2,2.5,9,29.0,2,False,7.0,2,Brovary,46467.391304347824
2390625,39.4,1,2.6,10,18.2,3,False,10.0,0,Kyiv,60675.7614213198
5506875,84.0,3,2.65,13,50.0,13,False,12.0,0,Kyiv,65558.03571428571
3931875,55.1,1,2.75,16,19.1,6,False,14.9,2,Kyiv,71358.89292196007
2418750,35.0,1,2.65,25,15.06,4,False,10.54,2,Kyiv,69107.14285714286
2756250,45.5,2,2.5,9,26.9,3,False,6.3,2,Kyiv,60576.92307692308
2165625,41.6,2,2.5,9,28.1,9,False,6.0,0,Kyiv,52058.293269230766
1800000,37.4,1,2.5,9,20.0,4,False,6.2,2,Kyiv,48128.342245989305
2250000,45.0,2,2.65,5,30.0,1,False,8.0,0,Kyiv,50000.0
3093750,76.2,3,2.5,5,46.6,4,False,10.8,0,Irpin,40600.3937007874
3206250,67.2,2,3.0,5,36.9,4,False,11.0,2,Boryspil,47712.05357142857
7869375,115.3,4,2.82,20,64.1,5,False,14.7,1,Kyiv,68251.30095403297
1575000,45.0,2,2.5,5,30.6,2,False,6.4,0,Vyshneve,35000.0
1940625,34.0,1,2.6,17,17.4,8,False,11.5,2,Borshchahivka,57077.205882352944
5034375,112.5,4,3.3,7,87.0,4,False,12.0,0,Kyiv,44750.0
7869375,81.0,3,3.3,4,46.02272727272727,2,False,9.1,0,Kyiv,97152.77777777778
1884375,60.3,3,2.5,9,42.3,9,False,6.2,2,Boryspil,31250.0
1125000,45.0,2,2.5,9,25.56818181818182,6,False,9.1,0,Brovary,25000.0
18134314,197.9,3,3.0,20,112.44318181818184,19,False,11.78,4,Kyiv,91633.72410308236
2745000,38.0,1,2.65,13,16.0,6,False,11.0,2,Kyiv,72236.84210526316
990000,30.0,1,2.65,6,18.0,6,False,6.0,1,Borshchahivka,33000.0
2925000,45.2,1,2.7,12,13.5,1,False,19.5,0,Brovary,64712.38938053097
2531250,63.0,3,2.6,5,44.0,4,False,7.0,0,Kyiv,40178.57142857143
2244375,47.0,1,2.8,15,18.0,6,False,13.0,1,Irpin,47752.65957446808
2475000,31.5,1,2.5,5,19.0,3,False,6.0,1,Kyiv,78571.42857142857
3740625,67.0,3,2.5,9,44.000004,7,False,8.0,1,Kyiv,55830.22388059701
1856250,43.4,2,2.5,4,31.2,1,False,5.6,0,Boyarka,42770.73732718895
2081250,40.0,1,2.6,16,21.0,7,False,7.0,0,Kyiv,52031.25
2390625,64.9,2,2.8,5,39.0,5,False,10.0,2,Borshchahivka,36835.516178736514
3825000,66.0,3,2.65,5,41.0,2,False,9.1,0,Kyiv,57954.545454545456
2379368,32.99,1,2.57,22,16.55,4,False,9.17,0,Kyiv,72123.91633828433
4612500,80.5,3,2.65,12,47.8,8,False,15.0,1,Kyiv,57298.13664596273
1828125,42.0,1,2.7,16,19.0,5,False,14.0,0,Kyiv,43526.78571428572
2193750,56.8,2,2.65,18,32.27272727272727,7,False,9.1,0,Brovary,38622.35915492958
2812500,42.9,1,2.75,23,18.9,8,False,7.9,1,Kyiv,65559.44055944055
2053125,46.6,2,2.5,5,26.47727272727273,3,False,6.0,2,Kyiv,44058.476394849786
5287500,68.0,3,2.65,16,43.0,10,False,10.0,0,Kyiv,77757.35294117648
4494375,56.9,2,2.65,5,35.6,5,False,7.9,0,Kyiv,78987.25834797892
2643750,64.5,3,2.9,5,45.0,1,False,7.3,0,Kyiv,40988.37209302326
5982188,117.44,3,2.7,20,62.75,14,False,16.25,0,Kyiv,50938.24931880109
3318750,62.0,2,2.65,35,34.0,9,False,10.0,1,Kyiv,53528.22580645161
2733750,38.9,1,2.7,25,16.0,6,False,10.1,1,Kyiv,70276.34961439589
675000,25.9,1,2.65,2,14.715909090909092,1,False,9.1,0,Vyshneve,26061.77606177606
1321875,63.0,3,2.65,9,35.79545454545455,2,False,9.1,0,Vyshneve,20982.14285714286
3402562,74.0,3,2.5,9,38.8,1,False,15.6,0,Kyiv,45980.56756756757
3206250,62.5,3,2.7,16,40.9,3,False,7.2,0,Kyiv,51300.0
1518750,40.0,1,2.65,5,22.72727272727273,3,False,9.1,0,Boryspil,37968.75
1518750,26.69,1,2.78,19,17.4,3,False,3.0,1,Kyiv,56903.33458224054
1462500,76.0,3,2.7,5,43.7,2,False,8.5,0,Boyarka,19243.42105263158
2390625,60.0,2,2.75,13,35.0,5,False,15.0,2,Boryspil,39843.75
2193750,35.2,1,2.7,11,18.6,3,False,8.6,1,Kyiv,62322.44318181818
